ID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50
id111	-1.131166756	-0.100527888	0.23609687	-0.066087059	-0.756853559	0.010124235	-0.125312948	-0.419892689	-0.120571206	0.103433279	-0.132392526	-0.085631354	-0.249857262	-0.012417697	0.056579116	-0.732279725	0.52678972	-0.325573393	0.066907628	-0.298551264	-0.125959501	-0.035336989	-0.121155356	-0.086244426	-0.152642777	-0.081097854	-0.39085809	1.627999533	0.012878857	0.208704672	-0.64951093	-0.004399468	-0.126037027	NA	-0.127239806	0.129321027	-0.529999667	0.029428211	-0.111433743	-0.230197699	-0.347507241	-0.180264088	0.159358007	-0.36912441	-0.224852002	-0.274777951	-1.101047382	-0.049930594	-0.08423706	0.167619585
id112	-0.715864678	0.278221416	0.789612372	0.102629867	-0.99991768	0.025548627	0.282573215	0.117072942	-0.391516916	0.023578716	-0.315114584	-0.061760781	-0.264251343	-0.000541427	-0.413531734	-0.47419029	0.392600334	-0.109525358	0.111744694	0.102662705	-0.134063417	-0.220469087	-0.148066073	-0.247121989	-0.279726831	-0.666136445	-0.133392841	0.358494424	-0.054052751	0.041771789	0.005176421	-0.232872446	-0.301038346	0.004753598	-0.335622842	-0.051243348	0.084980624	0.005636688	-0.029127512	0.073068914	-0.449590116	1.181170428	-0.446384706	-0.474891559	-0.117967279	0.135104578	0.87210817	-0.255179504	-0.147792049	-0.204755465
id113	-0.060235031	0.259319222	1.979671674	0.269981868	-0.120031935	0.242801791	0.538845259	0.560026149	0.156807112	0.415022559	0.089089287	0.045640102	0.115241223	-0.186373842	0.34782275	-0.212115049	-0.424096692	0.282815048	-0.022619168	NA	0.180738389	0.433688521	0.010842363	-0.100417738	0.407383203	NA	0.106081382	1.17321379	-0.080861209	0.174200291	-0.151991767	0.122876928	-0.092898983	-0.069741709	0.109998389	0.069469545	0.059082133	-0.013237062	0.199748916	0.057531576	0.09486418	-0.013569812	-0.314525313	0.217236262	0.071099683	0.083040775	-0.021538374	0.067847202	0.116774716	0.013320807
id114	0.305982227	0.152242256	1.496322004	0.159094831	0.067217383	0.225911645	-0.103555587	-0.090053407	-0.092817322	0.015546395	NA	-0.022848751	-0.120992528	0.075980896	-0.320965968	-0.386799409	0.1467221	0.010712861	-0.023959861	-0.133757637	-0.354754616	-0.294713791	-0.147083411	0.104648253	NA	-0.314377513	0.058885568	-0.085375369	0.073032415	-0.216935458	-0.401418609	0.184618277	-0.232807259	-0.111155841	0.335783785	-0.233302873	-0.422298987	0.079340032	0.210294634	0.063996729	-0.100511419	-0.688439118	-0.737400531	-0.083823862	-0.025068484	0.040025056	-0.319964443	0.38284667	0.117211921	-0.040687363
id115	-0.588470913	-0.23102281	0.410902708	0.137915192	-0.585519496	0.273505489	0.34347789	-0.262908095	-0.72271798	-0.051678073	0.10028896	-0.157854706	-0.064690651	-0.02768181	0.407713422	-0.234622978	0.274334298	-0.095520399	NA	-0.30151672	-0.009288289	-0.049201886	-0.078788477	-0.167737351	0.148802608	-0.006369555	-0.085015388	0.053823186	-0.083644542	-0.215080999	-0.202837774	0.1971718	-0.172635329	-0.194773693	0.033931074	0.089437794	-0.178574672	-0.029399972	-0.101836148	0.062199509	0.076471745	-0.041021935	0.346016033	-0.107608267	-0.011097839	0.065992342	0.11269922	0.538143077	-0.024213892	0.119755844
id116	0.212672121	0.283307127	0.942442844	-0.074576431	-0.060811863	-0.254779505	1.081416074	0.334721605	0.385841075	-0.061994375	0.246398411	0.003971651	0.080893235	-0.018498271	-0.011936416	0.355015343	-0.127037441	0.414252745	0.55929663	0.127129272	0.132627277	0.109280412	0.016075623	0.098753124	0.089329027	0.076127903	0.316444684	1.210877886	0.147933249	0.539393608	0.672162302	-0.118677483	0.268986578	0.473569767	-0.047706957	0.101621564	0.690898243	0.024203049	0.178053093	0.335849197	0.239458793	0.553599468	0.004031181	0.401472535	0.329980072	0.261922779	-0.565742721	-0.045075436	0.149326187	0.068631608
id117	-0.078020185	-0.204729283	1.683255596	-0.055463792	-0.062779111	0.207080057	0.316961336	0.356547069	0.158059849	0.211090105	-0.273992205	-0.022001595	0.347891931	0.121559301	-0.218050743	-0.193806568	-0.012690588	0.254360059	-0.162870999	0.025663912	0.083599262	0.105979138	-0.102865949	0.331982109	-0.115840031	-0.268960149	-0.254263466	0.761038329	0.110518771	0.057080578	0.217294116	-0.136295085	-0.586556122	0.278175992	-0.135840493	0.276383149	0.018971133	0.026830797	0.507848352	0.099362412	0.157938952	0.159950097	-0.235456408	-0.408920584	0.037892834	-0.204082673	-0.355048724	NA	-0.349355271	0.03434487
id118	0.489019615	0.676249557	NA	-0.295964573	0.307831479	0.223684249	1.1799025	0.654878587	0.511913555	0.029844966	0.495140267	0.310349845	0.072639401	0.020607457	0.269208956	0.43996302	-0.296808201	0.521071126	0.509077092	0.282129329	0.430035884	0.599203495	0.386138804	0.283459807	0.388951407	0.536664583	0.139288728	2.008364853	0.00343892	0.476485932	0.483249028	0.149494373	0.769181584	0.433029	0.34187106	0.195516803	0.755463135	-0.138743813	0.02946867	0.150826517	0.252089188	0.553593998	0.296297916	0.488790459	0.391081124	0.388731409	-0.541950104	0.009238639	0.237422761	0.123369382
id119	0.579723674	-0.095467406	-0.099883468	0.048527584	0.421534592	0.209102295	-0.089101005	0.037240254	0.431430196	0.148512173	0.210821404	0.035041268	0.121202628	0.04016484	0.434410483	0.247704616	-0.0419845	0.148267981	-0.040889996	0.158404352	0.197281437	-0.024791372	0.086836239	0.038060084	-0.038395548	-0.116704894	-0.203869629	0.03586604	0.115200569	0.015032267	0.141530153	-0.062969182	-0.138217007	0.201493807	0.028805821	0.691193591	-0.239316499	0.05710865	0.279269192	-0.022631688	-0.039392903	NA	1.699912595	-0.376804699	-0.364740886	-0.15218093	0.566070395	0.17012985	0.049384102	0.055409186
id120	-1.246063523	-0.055792283	0.39731486	-0.091615235	-1.054632838	-0.117944484	-0.589433638	-0.351875261	0.208324757	-0.129324738	-0.222877842	-0.252752174	0.12511469	-0.23319409	0.021276379	-0.521022331	0.100673097	-0.051795703	-0.587626679	-0.270870818	-0.026442084	-0.68503814	-0.239617953	0.037550861	-0.528457699	-0.455349247	-0.419682138	-0.123842697	-0.190229176	-0.391997583	-0.610782084	-0.29414909	0.092880795	-0.163084975	-0.11427256	0.087127874	-0.650278953	0.003896315	0.130072309	-0.24807572	-0.313968861	-0.473721853	NA	-0.269597154	-0.06109103	-0.131540736	-0.125204308	-0.111258078	-0.040755636	0.073574145
