ID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50
id262	0.473525928	0.04147078	0.675433698	-0.230608611	0.13664202	-0.122313916	1.177977147	0.046144727	0.227400954	-0.171683398	0.065754672	0.023983671	NA	-0.068885511	-0.124779524	0.352924597	0.039655056	0.30163053	0.547272031	0.241030404	0.102466194	0.290599197	0.037920276	0.15439415	0.223643262	0.131447597	-0.307012733	1.158098231	0.108540043	0.105379442	-0.044782507	0.078900896	-0.001398229	0.090205115	0.100297536	0.065654224	0.162262749	-0.027605152	0.378247352	0.160368223	0.151757483	-0.581965031	NA	0.58437472	0.1830175	0.304125236	0.175297076	0.059903151	0.32671024	0.142973681
id263	-0.494711773	0.053319934	0.972224239	-0.039974957	-0.282382423	0.179831225	0.914567859	-0.133818702	0.477088349	0.056755369	-0.400291303	-0.125681161	0.171496694	-0.05487535	0.327062655	-0.035212218	0.362350257	0.159274263	0.12402401	-0.070961176	-0.076031733	0.050371423	0.181150312	-0.051889361	0.066939676	0.036535255	-0.066497541	0.038273481	0.001768774	0.246084455	-0.038753566	0.114572255	-0.362833861	0.334719564	0.137996413	-0.017843795	0.099941906	0.054095002	0.48915816	-0.149821769	0.032788678	1.022139006	0.464194841	0.065115205	0.039345593	0.019997783	0.016629298	0.181421646	0.03818246	0.127724215
id264	-0.512990657	-0.14598342	0.627860078	-0.099040333	-0.582585242	-0.118970876	0.856184154	-0.249657156	-0.284166174	-0.164304535	NA	0.165992671	NA	-0.149022932	-0.53054001	-0.030477274	0.042490593	-0.044258711	-0.292534448	-0.240402991	-0.239067352	1.297856768	-0.246008369	NA	NA	-0.149328601	-0.094876938	-0.303418311	-0.100005722	NA	-0.503663065	0.038492899	0.003198411	0.163419101	-0.259336515	-0.06294678	0.692961182	0.099541295	-0.002562663	-0.214764525	-0.036167528	-0.470605297	-0.372694428	-0.177732251	0.223316007	-0.261782022	-0.154208182	0.089917416	-0.187629364	0.090459597
id265	-0.13086314	-0.36667866	1.470776119	0.195447345	-0.053259201	-0.147752349	-0.376610631	0.288190933	-0.202749452	-0.321118288	0.01610199	-0.220771461	-0.175682451	-0.088375402	-0.297068265	-0.050453402	-0.414649366	0.192051723	0.245923464	-0.036953434	0.109234155	-0.459696648	-0.311717254	0.003950472	0.039633559	-0.021437599	-0.185668427	-0.283401371	0.183102881	0.534583542	0.256017911	-0.096515161	-0.16983352	0.166494789	0.084948364	-0.582910618	0.238736113	0.042935045	-0.119085504	0.051970946	-0.223765888	-0.293817051	0.603640099	0.194676866	0.328926153	-0.045499097	-0.374090973	NA	-0.127135055	-0.148887537
id266	0.388548418	-0.102945474	0.896663669	-0.132027492	0.307500907	0.142932284	-0.843030009	0.294978141	0.195692369	0.813368279	0.233215986	0.137554703	-0.077130391	-0.022337562	-0.010037197	0.201392299	0.53991061	0.150228291	0.505212503	0.363092334	0.297147486	-0.663562473	0.365000163	-0.000838016	0.107975641	0.005520987	-0.217158568	0.278087737	0.251056944	0.015786882	0.209413777	-0.25182248	0.313794197	0.101813727	0.247969515	0.058682031	0.100382862	-0.171218858	0.464410872	0.041803062	0.055274434	-0.299696355	-0.338981601	0.143067341	-0.12942085	0.116246798	0.214945289	-0.224997096	0.267166346	-0.023549496
id267	-0.533183704	0.428903071	0.882829927	-0.239707658	-0.455706391	-0.093406811	1.010971343	-0.236065898	-0.633168909	-0.157784656	0.074480641	0.089830708	0.068435043	-0.062113228	0.130726088	-0.217635101	0.057347107	0.132726774	0.073024826	-0.086897446	-0.014153205	0.494999822	-0.317409397	-0.129118132	0.409226513	-0.069279975	0.142584318	0.954259899	-0.185817133	-0.17150792	-0.187201171	0.04634585	0.000236547	-0.234290135	0.112463373	-0.164428549	0.128854035	-0.028472148	-0.410588644	-0.104268751	-0.476825078	-0.046248016	0.643989426	-0.505340669	-0.058669152	-0.323547689	0.032448944	-0.02658206	-0.153292795	0.032836303
id268	0.246834498	0.089687469	1.503272425	0.047026056	0.129285139	NA	0.865783619	0.034125635	-0.629085932	0.668855739	0.158052421	-0.163775385	-0.228845381	-0.307378443	0.091185745	-0.120295228	0.196615092	-0.179301991	-0.24192271	-0.061027893	0.076348487	0.246790298	0.021518153	0.002392226	-0.219040932	0.321943732	0.178613286	0.045167313	-0.064650317	-0.100821051	0.056717699	0.287911045	-0.190956332	-0.040724078	-0.185633597	0.132451204	0.158459782	-0.016068403	-0.746220202	0.083689547	0.089726311	0.317405707	-0.398014876	0.04592614	0.17536412	0.044914307	-0.037861551	-0.271556103	0.112861756	-0.008353977
id269	0.032267223	-0.098488612	1.613503109	-0.006155808	0.01681889	0.21056137	-0.243338999	0.001753726	0.376496427	0.125266073	0.218974653	0.076799394	-0.159474874	0.207683735	0.070122695	-0.024071274	-0.127882837	-0.04198129	0.199667771	-0.020901509	-0.057654359	0.11957756	0.154400658	-0.059132436	0.023212671	-0.52191731	0.233402473	-0.036892541	0.193304698	0.214435823	-0.267707564	-0.18683536	0.057265875	0.178349251	-0.015254957	0.032344219	0.548073541	0.070813692	0.283490018	-0.195525129	-0.007320099	0.315305797	-0.141423792	-0.178403577	-0.207390137	NA	1.179157333	0.233116701	0.033334798	-0.006050153
id270	-0.380944735	0.298256966	0.203548503	-0.208561767	-0.281840249	-0.072754918	0.3821109	0.063394872	-0.259462011	0.008778999	0.092859003	0.032952252	0.307850822	0.051730027	0.211757644	-0.246657197	-0.041824578	0.3471608	0.537575137	0.135864489	0.188372599	0.221992711	0.158155588	0.139637088	-0.076483121	-0.010352298	-0.258839798	1.09381563	0.095050449	-0.207090632	0.046463393	0.043510699	0.5652879	0.010309297	NA	0.356982944	-0.476818792	-0.052827003	0.220200347	0.118822498	0.209609986	0.150026934	0.07523596	0.167154048	0.232157999	-0.023019734	0.18998	0.206888038	0.049395629	0.087316346
id271	0.285055646	0.060728637	-0.162189619	0.233701537	0.087444739	0.093444737	0.192222738	0.269666643	-0.417965248	-0.09978461	0.298355404	-0.117739907	0.37423327	-0.148295056	0.173770523	0.091962692	0.376633284	0.137333461	0.19003816	0.154426783	0.422486032	0.135969919	0.226381848	-0.148266752	0.162599522	0.150078049	NA	1.74296799	0.23535018	-0.24677592	0.105314726	0.021971109	0.110219074	0.34112718	0.179359803	0.277274996	-0.272206695	-0.064808547	0.276233661	-0.040391209	0.260425009	0.783682384	0.001804281	0.233943285	-0.01131657	0.047046683	1.602703875	0.369096467	0.433440024	0.0979402
id272	0.214530824	-0.482183741	1.363542234	-0.150225792	-0.06236432	-0.106531624	-0.128918569	-0.237528682	0.208778719	-0.003465635	0.079151704	-0.157408269	-0.202986187	0.039108863	0.16197375	-0.113248549	0.079802907	-0.157953577	-0.12654931	0.037950974	-0.137624979	-0.184991772	-0.377899787	0.049214022	-0.299168051	-0.611754784	-0.236113555	-0.144755406	0.118164179	-0.129352558	0.042656511	NA	-0.471833431	0.167196932	-0.372022244	-0.26675487	-0.066715247	-0.006481302	-0.234709537	-0.050163053	-0.101748598	-0.075946528	-0.290562776	-0.013206953	-0.318169505	-0.171503982	-0.662415194	-0.054770116	-0.270510171	-0.25396423
id273	0.725112339	NA	0.357766577	0.049951038	0.747185074	0.133741198	-0.419165393	0.276908207	0.093844032	0.091991505	0.44869079	0.049480091	0.252982606	-0.058496575	0.141217295	0.392518319	-0.254234785	0.239069379	-0.003118092	0.252034474	0.204031682	-0.860814969	1.170051183	-0.151863411	-0.254518418	0.235676521	-0.124828484	0.107536098	-0.048406725	-0.025386539	0.402226158	0.125000966	0.194686472	0.156882311	0.322846077	0.012492795	-0.10886722	0.126953843	-0.301411459	-0.100038047	0.528237315	0.074461627	0.66407168	0.355470489	0.05495015	0.382576325	-0.07939835	-0.08659039	0.170144067	-0.048345961
id274	0.10063046	-0.035785835	1.696800019	0.209349515	0.303260359	-0.036702537	0.760096904	0.285781059	-0.286217131	-0.018065172	0.288054516	0.056200428	0.208219995	NA	0.767863308	0.252809984	-0.365415313	NA	0.803931634	0.194010956	0.329289404	0.256862084	1.087525435	0.172847997	0.382018756	0.317767797	0.438645918	NA	0.120686185	0.360635617	0.098451365	0.366927067	0.207684263	-0.370551712	0.060883759	-0.295182962	0.79824371	0.058983186	-0.343538276	0.024280945	0.23416772	0.507034142	-0.293771489	0.514788979	0.019791581	0.126757732	0.565768947	-0.475223804	0.408739364	-0.054598412
id275	-0.279215042	-0.007898505	1.578550433	-0.072332263	-0.341425563	-0.14968216	-0.598837332	-0.022932294	-0.838493244	-0.249405595	0.079464419	0.099001255	-0.033747554	-0.088033807	0.087593595	-0.07101765	0.336897127	0.034300623	0.560110093	0.052966083	0.002074207	-0.224849972	0.005539179	-0.100141633	-0.385558935	NA	-0.815371987	-0.217034813	-0.051131249	0.366061825	-0.010418794	-0.228602924	0.351823102	0.15717726	-0.178055878	0.066459179	-0.651526089	-0.078676965	-0.003347527	0.038749378	-0.07640899	0.233165101	0.511927638	-0.080034911	0.268627333	0.11326685	-1.126612324	0.027141023	-0.035868314	0.108256063
id276	-0.493837967	NA	0.338038123	-0.107100623	-0.880332214	0.016666695	0.35030657	0.059451146	0.127932464	-0.051837825	-0.075268977	0.009106127	0.152433418	-0.083476068	-0.081285704	-0.105276652	-0.340233827	0.042525712	-0.22150353	0.119688081	NA	0.163175881	-0.313373484	0.091667238	-0.035677896	-0.157658657	-0.608361515	1.472803036	-0.130411043	0.007375441	-0.260986825	0.080196381	-0.026296882	0.003366524	-0.086509656	-0.029998744	-0.460953477	0.016349404	-0.065975553	0.027880006	NA	-0.298756574	0.529423186	0.145553131	0.226706103	0.091585439	-0.111500905	0.013299436	-0.047526153	0.116879845
id277	0.169099776	0.128289808	1.456505259	-0.275318835	0.077332315	0.031743525	0.921820994	-0.153232261	0.367701136	0.97430783	0.076461434	-0.155985832	0.098448529	-0.072696777	-0.261661631	-0.256637943	0.00274555	0.055648508	0.118246229	NA	0.046714443	0.237488826	-0.018535645	0.048997811	-0.192247263	-0.388833851	-0.091607225	0.468736892	0.0437629	0.103313153	0.01293078	0.057503628	-0.179921096	-0.145073469	-0.126226573	-0.081139569	0.249560307	NA	0.204399685	-0.115877713	-0.102961164	-0.117311006	0.39972649	-0.277787336	0.36007008	0.113374889	0.283587703	-0.290964412	-0.011474727	0.082833276
id278	-0.208181159	0.168663602	0.26095676	0.236484547	0.164840141	0.147523374	-0.270887395	0.209383919	-0.561402902	0.046862295	0.272911247	-0.321295438	-0.052595902	-0.017728789	NA	-0.423835142	0.296665253	0.175116331	0.03443175	0.211811006	0.131130721	-0.587009755	0.305325431	0.002332536	-0.094177613	-0.085206901	-0.007292199	1.057808733	0.152203944	-0.270541174	0.238558404	-0.074064858	-0.174506578	-0.348412337	0.175797596	0.13130145	-0.529340813	0.000735304	-0.14118643	0.207083825	-0.02036536	0.163657685	0.160504049	-0.075069808	-0.418904495	-0.156976223	-0.315851549	-0.152722295	-0.031691738	-0.194209584
id279	-1.034124723	-0.269099884	0.533883205	0.115586872	-0.835315451	-0.110980982	0.555016212	-0.568398287	0.031143779	0.165851313	-0.375690748	0.085249766	-0.607264944	-0.022500007	-0.342602925	-0.357984817	-0.119090121	-0.338141878	-0.789423049	-0.369198695	-0.366291802	0.335664944	-0.27098083	0.057135785	-0.614574603	-0.51874372	-0.153626892	-0.345678712	-0.103197938	-0.357189299	-0.429230557	-0.123820055	-0.334864333	-0.335946096	-0.115437057	-0.045466571	-0.16697077	0.001370838	-0.094768339	0.14872878	-0.345578084	1.37938323	0.031309654	-0.292232655	-0.264353848	-0.299832728	-0.277950404	0.112550542	-0.422586105	0.00757699
id280	-0.54185017	-0.303949474	0.759039915	0.01416526	-0.632131065	-0.142627529	-0.758501208	0.029020893	-0.321774254	0.734934444	-0.248084764	-0.156065073	-0.161736202	0.041961287	-0.19069502	-0.251916355	0.107774072	-0.28527433	0.252629061	-0.237557445	-0.048043549	0.203682497	-0.453132573	0.090668939	-0.32304339	-0.2373439	-0.501489807	0.450039151	0.116323478	0.146163015	-0.232121626	-0.200743768	-0.259795191	-0.132237411	-0.545448638	0.332046433	NA	-0.073454693	0.29573521	-0.165120349	-0.258533508	-0.525763897	-0.246890875	-0.477002809	-0.218433905	-0.380118428	-0.3607892	-0.139004505	-0.063105697	-0.036703493
id281	0.54649123	0.185782001	1.70698659	-0.05809098	0.199281224	0.139596202	1.202720199	0.071235789	0.279282582	0.072073083	-0.06250979	-0.027270409	0.41214032	0.097041573	0.292731606	0.234948669	-0.416934104	0.268074207	0.193790814	0.114222725	0.024958434	0.039172097	0.24572055	0.001479296	0.192850361	0.349679217	-0.227296716	1.632398166	-0.091008334	0.266333294	0.098236434	0.222123691	0.149945491	0.236889239	0.018609047	-0.087723575	-0.748481974	-0.054114575	0.357933887	0.08857995	0.284102132	0.143494273	0.475382266	-0.207267482	0.143643432	0.301410408	0.04767159	0.392432401	0.12020352	0.136885187
id282	-1.339845428	-0.652691526	0.364682009	NA	-1.011613591	0.119779584	-0.259376487	-0.256583862	0.223351196	0.051223089	-0.643104971	-0.249543216	-0.548980827	-0.17091813	-0.296637661	-0.898349018	0.378816833	-0.535108707	-0.870709201	-0.517713894	-0.479552433	-0.787408648	-0.50490066	-0.231642854	-0.765580328	-0.664414448	-0.33697676	0.586726602	-0.195932042	-0.84338838	-0.802528041	-0.368729806	-0.368883674	0.098025317	-0.080601336	-0.150418365	-1.178931317	-0.01297956	-0.178098374	-0.237845132	-0.789322577	0.181019349	0.01213338	-0.935432567	-0.710063955	-1.000746335	-0.14889688	-0.128654589	-0.65983846	-0.069205829
id283	0.361019983	-0.255941634	1.535929829	0.155853552	0.30961613	0.081237201	0.498419646	0.31921831	-0.107163988	0.207416695	0.154639551	0.278316919	0.051034356	-0.100390524	0.22525354	0.09297956	-0.142801961	0.148608055	0.294428447	0.024099383	0.155948989	0.049484628	0.191062817	0.054350328	0.430053316	0.453065912	0.247045365	0.548492344	0.037622966	NA	0.112007675	0.00967376	0.171085702	0.247681905	0.164429402	-0.103250878	0.122846894	-0.040387321	-0.086299724	0.09902651	0.032524867	0.956626588	0.227736058	0.195768376	0.061948956	0.16842867	-1.006501785	-0.168221982	0.184175456	0.280380264
id284	0.090927809	0.026084549	0.936989823	-0.091795147	0.404647218	-0.062949594	NA	0.198815265	-0.366458257	-0.021092754	-0.052967986	0.20652571	-0.002590019	-0.0075071	0.261015175	0.421893104	0.0946756	0.125799308	0.194073715	0.032277255	0.023949324	0.711296123	0.182778901	0.163003327	0.586797617	0.445901459	0.031104941	0.179914038	0.029793603	0.519495959	0.152060441	0.503469663	0.120925678	0.176454173	0.13777689	0.05037599	0.525936394	0.013213439	0.065576025	0.128783957	0.224778233	0.94990514	-0.841598708	0.072202586	0.324185323	0.377728663	-0.449169866	-0.464317619	0.181869464	-0.12906666
id285	0.01845771	0.150741694	0.889160812	-0.256233106	0.368998706	0.066313927	0.019386078	0.205613593	0.222155393	-0.01842468	-0.468261212	-0.178808046	-0.002401476	-0.25829854	0.239510547	-0.17101268	-0.647715729	-0.185431136	0.050501226	-0.11450437	-0.318147962	0.208784454	-0.060822883	-0.126327237	-0.073585442	-0.060616803	0.275400245	1.180141037	-0.059263368	-0.093411763	-0.186431745	0.165299467	-0.332364087	0.071484508	0.570259806	-0.483877554	-0.002700893	0.002338903	-0.066472183	0.027108532	-0.058679935	0.046181507	-0.693005712	0.174943317	-0.26493135	-0.150073829	-0.145847293	-0.479752591	0.293828691	-0.083621137
id286	-0.123073145	0.163187271	0.885603837	-0.091745774	-0.189054274	0.053241563	0.544877985	0.044437874	-0.101371728	-0.034491834	0.395900733	0.03817398	-0.0901696	-0.039075054	0.637088145	-0.185765541	-0.056692156	0.174950702	0.052264271	NA	-0.189789905	-0.205929167	0.219688938	0.043986701	-0.373028323	-0.066950496	-0.613765631	0.858262092	-0.179956289	-0.044712821	-0.009450497	-0.165627802	0.316002286	0.22351819	-0.09974958	-0.170846436	-0.646604981	0.039934973	-0.13023523	0.160572734	-0.029567478	0.730344244	-0.415975841	0.06612444	-0.125233994	0.091921777	-1.714778682	0.388314658	-0.072003303	0.086967427
id287	-0.739469684	0.014291154	1.674003634	-0.0460056	-0.65368214	-0.143163754	0.302161886	-0.018122973	0.037811294	0.041336304	-0.149800124	-0.063126422	0.000441494	0.076109513	-0.214390791	-0.386639059	-0.067421811	0.043575244	-0.342050441	-0.010394858	0.038083847	NA	NA	-0.046237595	0.199563574	0.127379789	0.033786966	0.007584524	-0.037905976	-0.03007358	-0.333407142	0.164151031	0.169889226	-0.009808532	NA	0.342532061	-0.086762501	-0.024621448	0.389983353	0.026653902	-0.26611152	1.142045147	0.489514614	-0.108014573	0.129619313	NA	-0.079303452	0.129630339	-0.176786644	0.067387782
id288	0.534712896	0.026870192	0.914669641	0.001560659	0.390196007	-0.050901849	-0.548151578	-0.014651489	-0.387406791	-0.002512861	-0.018593526	0.095810792	0.052594514	-0.139976264	-0.073392391	0.028397266	-0.508051302	0.055474491	0.292944058	0.181104206	0.348931399	-0.726432069	1.061049181	0.008812303	0.237933656	0.239594719	-0.025208121	NA	-0.026603488	0.119812315	0.418764372	-0.238025887	0.083033961	NA	0.038481057	-0.108933901	-1.105533304	0.006557261	0.53571371	-0.110989643	0.117092432	-0.217777312	-0.203560443	0.311349335	0.014809987	0.333783863	NA	0.136410483	0.121837713	0.142426307
id289	-0.750539709	-0.422528704	1.706983713	0.106275499	-0.112483443	0.073596711	0.469772393	-0.291216291	0.098363198	0.222256085	-0.359969823	0.187623716	-0.270686144	-0.021087416	-0.129201219	-0.419736771	0.159221022	-0.505165309	-0.734039235	-0.195222957	-0.126114351	-0.454944868	0.620183864	0.001311244	-0.479640058	-0.118979799	0.175817177	-0.350574678	-0.122838213	-0.574719611	-0.390567388	0.046195687	-0.123442227	-0.070255837	0.190671606	-0.054956716	-0.742011205	0.024912327	-0.109831014	-0.124119418	-0.115351303	0.284285564	-0.701723562	0.019358624	-0.255371109	-0.355819626	-0.366989593	0.537504612	-0.218683301	-0.012964165
id290	-0.061429107	0.000312488	NA	0.226845054	-0.074867185	0.344224063	0.687492033	-0.214624466	-0.747973953	-0.052547436	-0.10037361	0.243796684	-0.206143499	0.030286152	0.178383107	-0.149947993	0.195770657	-0.018815567	-0.291737866	-0.200121947	-0.379598379	-0.487917081	0.287060406	0.033315038	-0.094502609	-0.206320785	0.287591014	0.643726045	0.131530729	-0.297719545	-0.177836077	0.116005823	-0.003878489	-0.164569259	0.071443651	-0.10942362	-0.361664985	0.041189485	0.150218595	-0.059460359	-0.16091077	1.180760822	0.009712015	-0.192944647	-0.357283995	-0.209737834	0.277449056	0.557731727	0.023328779	0.069244355
id291	0.333476294	-0.420118502	1.279979968	-0.129298403	0.43968978	0.064744157	-0.027203516	-0.236318056	0.774217863	-0.000952113	-0.006933464	-0.166503361	0.240609524	0.078191916	0.072074935	0.227967247	0.054424008	-0.245023107	-0.08507525	-0.513795372	-0.173493508	-0.444467247	0.007692207	-0.073917915	-0.255604908	-0.154298052	0.103560533	0.530043273	0.0860012	NA	0.034375148	-0.141649874	-0.246951266	0.187977647	-0.088033001	-0.04420102	0.324858959	-0.037115202	0.273730409	-0.078338419	-0.241560266	0.143765915	0.555255295	-0.292667598	-0.233185467	-0.487126296	1.157210585	0.211101115	-0.020583724	-0.026925984
id292	-0.430352514	-0.083696487	1.762488299	0.104829682	-0.407219909	0.017182796	-0.666511692	-0.306797879	0.315646164	0.681383243	0.214428251	-0.062085528	-0.127152493	0.009910624	-0.279590791	-0.187757015	0.45888978	-0.169761117	0.340613527	-0.231264793	-0.159912248	-0.239312838	-0.184431938	-0.173477586	-0.397387298	-0.286830979	-0.203689609	-0.147395371	-0.097578138	0.127086262	-0.28143064	-0.336550467	0.101070666	-0.169666017	-0.204123053	0.26836371	-0.370119635	-0.047938311	0.056523391	-0.014999802	0.02546027	-0.366746783	-0.209809957	0.06083087	0.085959287	-0.063400635	-0.102832071	0.078956936	0.06561159	-0.02868739
id293	0.356634671	-0.502119467	0.158108557	-0.115099442	0.433239665	0.038989807	-0.479624158	0.298810006	-0.109676424	-0.075232044	-0.010920793	-0.020823035	0.077433457	0.020538979	0.190646802	-0.278904346	0.248265365	0.223313616	0.180967348	0.15814044	0.192799005	-0.78082895	0.342268488	-0.061632351	-0.156495834	0.012352912	0.067096985	0.989750637	-0.024207669	0.171917558	-0.008581613	-0.321463029	0.135087358	-0.003994466	0.221219989	0.216342671	-0.124640155	-0.08043103	0.342034787	0.039440226	-0.021028252	0.441354063	0.544844223	0.074178381	0.112885408	0.213721705	-0.677316266	-0.303845134	0.322487933	-0.052093473
id294	-0.049894734	0.299910823	1.681999576	-0.24477655	-0.145987748	-0.172269952	0.179940549	0.004303628	-0.310056832	-0.077890433	-0.283273773	0.00595304	0.221400872	-0.056323533	0.132632179	-0.069670187	-0.383997708	-0.072101043	-0.161595947	0.13274016	0.118548433	0.342310916	0.212770136	-0.040170757	-0.20223434	-0.012843669	-0.139989713	0.674075515	0.041625004	0.041505373	-0.133149969	-0.025082316	0.099638666	-0.036795242	NA	-0.0426596	-0.320747437	-0.038962762	-0.10511889	-0.062069003	-0.044156827	0.174351619	NA	-0.321254638	0.135659528	-0.009070476	0.605682582	-0.390636588	-0.301017182	-0.045195637
id295	0.445333721	0.623370912	1.297784324	-0.213473935	0.218496521	-0.002232994	0.307836012	0.320076877	-0.153711186	-0.043982889	0.079158806	0.064700161	0.130750399	-0.129066473	-0.628479384	-0.019103435	-0.107837831	0.060018128	0.054119236	-0.042126351	0.088577596	-0.012991722	0.149826802	-0.264202054	0.18103675	0.351527053	0.488672661	0.32427426	-0.085803187	-0.238705249	0.095459646	0.32991931	0.172501666	-0.190564431	0.274538225	-0.131932973	0.032589194	-0.054032664	0.253311578	0.230330393	0.10209204	-0.148445832	0.206864148	0.253851899	0.254251183	0.176720281	0.683101018	-0.12895212	0.07267304	0.059444333
id296	-0.474058899	-0.702271124	1.229806301	-0.076509994	-0.230445577	-0.22058495	-0.652958343	-0.443835032	0.435522059	-0.039031958	-0.097567563	-0.221085939	-0.659281304	0.211452795	-0.032839374	0.143108467	0.191589149	-0.658508786	0.267735642	-0.172548323	-0.004182113	-0.260606604	-0.271316729	0.039739416	-0.017034263	-0.056288233	-0.471014074	0.454847723	0.078775295	0.058659562	-0.238574001	-0.522898357	-0.550081673	NA	-0.29128719	-0.30507264	0.112268556	0.064943384	0.167971086	-0.090519849	-0.352048988	0.616404002	0.136182635	-0.337664601	NA	-0.237604188	0.337243174	-0.009716897	-0.002224995	-0.346903614
id297	-0.017216171	-0.26749109	1.443967389	0.015347491	0.34494552	0.19749989	0.650979892	-0.420075256	0.134388302	0.28641394	-0.279016013	0.142140366	-0.142177562	0.217161125	-0.346848177	0.118300702	0.52385167	-0.209391479	-0.286344039	-0.116879107	-0.290492153	-0.232219646	0.052709478	-0.094894176	-0.199060981	-0.305002635	0.331001786	NA	0.134868967	-0.139985205	-0.273122052	-0.058002938	-0.535328783	0.011798951	-0.234811322	0.208629529	NA	0.102268761	0.082887623	-0.097587758	0.092177881	0.605958138	-0.119032379	-0.313691608	-0.217336925	-0.012085676	0.241742073	NA	0.124671944	-0.146806328
id298	-0.570239356	0.073328472	0.519960402	0.116154335	-0.403811824	NA	0.228771119	-0.351466971	0.035820981	0.037462614	-0.297992548	-0.153913328	-0.53658021	0.146381416	-0.648211584	-0.235523363	-0.194767782	-0.353426102	-0.794317589	-0.251200736	-0.138065019	0.019457951	-0.243202337	-0.011941559	NA	-0.35768758	0.148548268	0.654736345	-0.09207095	-0.217525766	-0.135682115	-0.140067476	-0.554384526	-0.276467141	-0.323032051	0.063376753	0.211385877	0.067422691	-0.1294783	-0.073310236	-0.445008727	2.030885287	0.038831918	-0.875435404	-0.587355834	-0.177120451	-0.304005614	-0.005913319	-0.427286186	-0.106985983
id299	-0.259565873	0.106278526	1.985658607	0.049209208	-0.109095825	0.191194434	0.477557799	0.294284246	0.2132312	0.902977327	0.140594825	-0.223067092	0.000230727	0.05030437	0.548235529	-0.151081884	0.381313326	-0.004978346	0.096114421	0.007898319	-0.030347653	0.306415223	0.043153111	-0.102792239	0.167935305	0.24757898	-0.141575202	-0.009300922	-0.046799827	0.098987013	-0.24540327	0.100105206	0.177387458	-0.050397195	-0.035830111	0.17712574	-0.291698355	-0.029340467	0.142547335	0.024833152	0.053058064	0.041856856	-0.235279953	-0.14011504	0.014954971	0.014921649	0.191533147	0.197422347	0.054308143	-0.153556846
id300	-0.000108743	0.114033124	0.638384227	0.231163668	-0.117827059	0.181224828	0.764771291	0.088227472	NA	-0.009764108	0.004654093	0.313650479	-0.029746292	0.085453289	-0.186327532	0.229365679	0.366714918	-0.156717934	-0.409225127	-0.141077071	-0.08657123	0.457710792	-0.255000567	-0.12579844	-0.309131156	0.06224765	0.386186769	0.056448084	-0.02943433	-0.018952349	-0.275035702	-0.094124378	0.12847736	-0.007101404	-0.081116812	0.016672978	0.167623476	-0.059626247	0.034286279	-0.134602316	-0.26942762	1.845359478	-0.445248016	-0.052092536	-0.314206792	0.034840864	0.107788032	0.163488924	0.211541098	-0.015948247
id301	0.078590299	0.035613716	1.805290299	0.05132324	-0.183536279	0.065787827	-0.52654662	0.161055149	-0.61361447	0.218244171	0.05779778	0.20439985	0.026299972	0.131679169	-0.461569592	0.003444938	-0.18308024	-0.056115174	NA	0.136710105	0.131783743	-0.310658299	0.039729704	-0.050423175	-0.376087781	-0.333443804	NA	0.569034231	0.102942575	-0.052946323	0.317626056	0.280527041	0.033760449	-0.390688693	-0.096563773	0.022492132	0.481387233	-0.022176189	-0.583289877	0.011956205	-0.443626499	0.463282565	0.371119049	-0.234347097	0.024542385	0.028215109	0.215687092	0.150269881	-0.318506032	-0.004438135
id302	-0.463355859	0.247899338	-0.299115505	-0.081277481	-0.710440649	-0.137332215	0.924060624	-0.476085501	-0.210167674	-0.124462921	-0.091219312	-0.069793298	0.17898674	-0.092409066	0.196702161	0.047609945	-0.42235277	-0.000314434	0.133503361	-0.236636589	-0.288338301	0.712068037	-0.206795161	0.017485091	0.263656071	0.076940433	0.319355726	0.807164532	-0.122865921	-0.030514493	-0.064503805	0.102227247	-0.386064867	0.188026047	-0.115219136	-0.355848318	0.817121687	-0.032780087	-0.312171681	-0.113234277	0.19050729	-0.2499241	-0.437459697	0.07950874	0.366769954	0.129386694	1.017746465	-0.019767137	0.058192389	-0.09467857
id303	0.254762866	0.060157277	1.429787689	0.040845261	0.082099542	0.14885666	-1.062737567	NA	-0.348845532	-0.160492354	-0.043344165	-0.170198116	-0.152558982	0.129221804	-0.574970568	0.046136477	0.196855247	-0.068114909	-0.126450364	-0.181792222	-0.19806568	-0.619450256	-0.333523006	-0.07303518	-0.186866637	-0.286446034	-0.502959795	0.857137206	-0.02870013	-0.105117359	-0.195191	-0.288693828	-0.380981869	-0.311087633	-0.033457657	0.090468147	-0.388946612	-0.014520125	0.121094455	-0.105578756	-0.266991012	-0.661345849	0.713817527	-0.079269608	-0.22099831	-0.343102708	-0.461955387	0.231657899	0.085272187	0.052718692
